,text,pre_annotation,all,agreement %
d_486,"No debo mostrar mis sentimientos ante los demás, serán usados en mi contra",['imperativos'],"['adivinación', 'imperativos']",100.0
t_236,Sé que mis tíos piensan irse de viaje a Japón éste verano,[],[],0.0
d_1520,"Éste mes no hemos conseguido los objeivos en la empresa, seguro que es por mi culpa.",['personalización'],['personalización'],100.0
a_666,"me parece que mis amigos a menudo fingen situaciones, pero en otras ocasiones son sinceros",[],[],0.0
t_270,Debería acostarme ya si queiro dormi 8h.,[],[],0.0
a_530,"Me gusta que los demás me consideren simpatico, aunque es normal que cada uno tenga su opinión sobre mi",[],[],0.0
d_439,"Mi abogado piensa que soy culpable, estoy seguro.",['leer la mente'],['leer la mente'],100.0
a_1031,me pasan cosas duras pero doy lo mejor de mí,[],[],0.0
a_375,"Puede que piensen que huelo mal, pero sin preguntarles no puedo saber que piensan.",[],[],0.0
t_282,Si conmigo ver una peli es triste no es porque sea dramática sino porque siempre hago chistes malos,[],[],0.0
d_1340,"No noto que mi novio esté contento cuando me ve, creo que ya no me quiere","['razonamiento emocional', 'leer la mente']","['leer la mente', 'adivinación']",50.0
d_467,Se que la gente piensa que soy tonta,"['leer la mente', 'etiquetado']","['leer la mente', 'etiquetado']",100.0
a_986,No puedo saber con antelación lo que va a pasar. Si no me siento bien puedo dejar este trabajo y buscar otro.,[],[],0.0
d_1059,"ni lo quiero escuchar, es tremendo, desolador",['catastrofismo'],['catastrofismo'],100.0
d_231,Siempre seré un fracasado ,"['sobregeneralización', 'etiquetado', 'catastrofismo']","['sobregeneralización', 'etiquetado']",66.66666666666666
a_1045,"buscaré varias opciones, seguro que finalmente no es tan caro",[],[],0.0
a_842,"Igual no pueden llamarme cada día, puedo fijarme en otras cosas que demuestren que les importo",[],[],0.0
a_312,"No puedo saber lo que va a pasar en el futuro, que ahora no tenga amigos no implica que no los vaya a tener",[],[],0.0
a_1472,No tenía porque haberle recordado ,[],[],0.0
d_1292,"Cuando creo que algo saldrá mal, sale mal",['razonamiento emocional'],['razonamiento emocional'],100.0
d_679,mi amiga es cruel,['etiquetado'],['etiquetado'],100.0
d_986,Si dejo éste trabajo nunca voy a encontrar nada,['adivinación'],['adivinación'],100.0
a_789,"El ejercicio físico es bueno para mí salud, lo hago para estar sana, y hay días que también necesito descansar",[],[],0.0
d_893,seguro que me sentiré extraño con gente nueva,['adivinación'],['adivinación'],100.0
d_471,Mis vecinos  me evitan por la esclera se que piensan que soy un mal presidente,['leer la mente'],['leer la mente'],100.0
d_342,estoy convencido de que mis alumnos se rien de mi,['leer la mente'],['leer la mente'],100.0
a_1222,"Me ha molestado coger tráfico en ese momento, pero no tiene porqué determinar el resto de mi día ",[],[],0.0
d_1113,"Haga lo que haga me va a salir mal y acabaré perdiendo lo que quiero, que desastre",['catastrofismo'],['catastrofismo'],100.0
d_1323,"Siento que hoy no va a ser un buen día, si salgo de casa me puede pasar algo malo",['razonamiento emocional'],['razonamiento emocional'],100.0
d_517,"Tengo que comer menos calorías, estoy engordando",['imperativos'],['imperativos'],100.0
a_1296,"Si no te sientes con fuerzas te va a costar más esfuerzo, pero puedes conseguirlo",[],[],0.0
a_996,Con todo lo que he estudiado es posible que pueda aprovar el examen,[],[],0.0
d_822,O soy eficaz o no sirvo para nada,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_1388,"No me siento enamorada como al principio, quizás no sea mi chico ideal",['razonamiento emocional'],[],0.0
d_1174,"Al finalizar la obra de teatro, han aplaudido todos menos los de la fila de delante. He actuado fatal",['abstracción selectiva'],[],0.0
d_1273,"Me siento incapaz de hacerlo, así que realmente es imposible que lo haga. ",['razonamiento emocional'],['razonamiento emocional'],100.0
d_1354,"No parece que le haya  hecho demasiada ilusión verme, ¿estará enfadado?",['razonamiento emocional'],[],0.0
d_318,Nunca sabré cocinar,['sobregeneralización'],['sobregeneralización'],100.0
d_429,"Aunque mi pareja me diga que todo está bien, sé que está pensando en dejarme",['leer la mente'],['leer la mente'],100.0
t_471,"María se está riendo, seguro que no es de mi",[],[],0.0
d_1205,Soy un desastre de profesor porque han suspendido 5 alumnos este curso. ,"['abstracción selectiva', 'etiquetado', 'personalización']","['etiquetado', 'abstracción selectiva', 'sobregeneralización']",66.66666666666666
a_244,"Si lo intento, tengo opciones de conseguir un buen trabajo",[],[],0.0
t_293,me sentiré diferente según las circunstancias,[],[],0.0
a_1025,suelo pensar siempre igual y luego no es para tanto,[],[],0.0
d_772,Si no hago mucho ejercicio no podré estar delgada,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_1237,"Me hubiese gustado sacar un sobresaliente. En cualquier caso, tan desastre no seré puesto que las he aprobado todas ",[],[],0.0
a_267,"Hay gente egoísta, no todo el mundo lo es",[],[],0.0
a_843,tener o no pareja no es el unico factor que define mi felicidad,[],[],0.0
a_306,"Hay jefes malos y otros que no lo son, todas las personas somos diferentes",[],[],0.0
d_1122,Si me ve así sería un fracaso para nuestra relación,['catastrofismo'],['adivinación'],0.0
a_318,"Que ahora no sepa cocinar, no quiere decir que no pueda aprender",[],[],0.0
d_1106,"Esto será el final, ya no hay nada que hacer",['catastrofismo'],['catastrofismo'],100.0
d_1276,Si algo que hace mi pareja me molesta es porque esta mal,['razonamiento emocional'],['razonamiento emocional'],100.0
d_754,Si no me ven contento nunca querran estar conmigo,"['pensamiento absolutista', 'sobregeneralización']","['sobregeneralización', 'leer la mente', 'adivinación', 'pensamiento absolutista']",100.0
a_655,"A mi marido le preocupa mucho el dinero, aunque si es necesario gastar lo hace.",[],[],0.0
d_1018,Después de esto que ha pasado nada será igual nunca más,['catastrofismo'],"['sobregeneralización', 'catastrofismo']",100.0
a_1037,Si me dicen algo les explicaré el porqué y trataré de que no vuelva a pasar. ,[],[],0.0
a_1066,"a veces soy un poco exagerado, paso a paso, ya veremos qué me encuentro",[],[],0.0
a_912,"hacerlo es el primer paso, así me daré la oportunidad de hacerlo bien",[],[],0.0
d_1521,"Vamos muy mal de reclutamiento para esta fase, lo estoy haciendo mal",['personalización'],['personalización'],100.0
d_627,mi padre es horrible,['etiquetado'],['etiquetado'],100.0
d_368,"Cuando he levantado la mano, toda la gente se ha reído; seguro que piensan que soy ridículo.",['leer la mente'],"['leer la mente', 'etiquetado']",100.0
t_384,No pude disfrutar del parque de atracciones porque estaba cerrado ,[],[],0.0
d_1393,"El ordenador no funciona, algo habré tocado y lo he roto.",['personalización'],['personalización'],100.0
d_1087,¿Y si tengo una enfermedad grave?,['catastrofismo'],[],0.0
d_392,Seguro que no me saludó porque me odia,['leer la mente'],['leer la mente'],100.0
a_414,Creo que no quiere ni verme. Le preguntaré y saldré de dudas. ,[],[],0.0
a_798,Ser aceptada por los demás implica que respeten mis decisiones,[],[],0.0
d_250,Siempre tendré esta ansiedad,['sobregeneralización'],['sobregeneralización'],100.0
d_1428,"La profesora me mira mientras corrige, seguro que me suspende. ",['personalización'],['leer la mente'],0.0
a_220,"Puede que haya tenido problemas hoy, pero esto no significa que no me comprendan en el trabajo",[],[],0.0
a_521,"Me gustaría tener un piso más grande, cuando pueda podría buscar uno de mayor tamaño",[],[],0.0
a_704,A veces me parece que es demasiado descarado,[],[],0.0
t_328,Las taquicardias son una situación bastante insoportable.,[],[],0.0
d_730,Soy odiosa,['etiquetado'],['etiquetado'],100.0
d_1202,"Estaría contento con la sesión de entrenamiento si no fuera porque me ha faltado completar un ejercicio. Que desastre, estoy frustrado",['abstracción selectiva'],"['sobregeneralización', 'razonamiento emocional']",0.0
t_309,Seguro que después del trabajo puedo ir al gimnasio,[],['imperativos'],0.0
d_438,"El cartero piensa que soy un cara dura, estoy convencido.",['leer la mente'],"['leer la mente', 'etiquetado']",100.0
d_1478,"Mi primo ha vuelto a recaer en las drogas, si lo hubiera hecho algo esto no habría pasado.",['personalización'],['imperativos'],0.0
d_1407,"Noelia no me habla, no entiendo que es lo que he hecho mal, pero algo habré hecho.",['personalización'],['personalización'],100.0
d_804,Sino controlo a mi pareja me será infiel,['pensamiento absolutista'],"['pensamiento absolutista', 'adivinación', 'abstracción selectiva']",100.0
d_362,"Aunque mi hermano diga que me aprecia, sé que en el fondo me odia",['leer la mente'],"['pensamiento absolutista', 'adivinación']",0.0
a_1176,Que me llame la atención puntualmente no significa que ya no tenga buen concepto de mí. ,[],[],0.0
a_1460,"Si mi abuela ha olvidado la cita del médico, alguien más podria habérselo recordado",[],[],0.0
d_1390,"Estoy desanimada, nada tiene sentido en mi vida ya","['razonamiento emocional', 'catastrofismo']","['catastrofismo', 'razonamiento emocional']",100.0
d_1076,"aquello me dejó totalmente hundido, lo peor de mi carrera",['catastrofismo'],['catastrofismo'],100.0
d_865,"Esto ya no tiene solución, o colaboran todos en el grupo o yo lo dejo!",['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_1286,A veces me dan verguenza cosas que para otras personas son muy normales y hacen sin ninguna dificultad.  Así que puede que sea solo mi emoción,[],[],0.0
a_999,Puede que salga algo mal,[],[],0.0
a_1081,"Seguro que no es para tanto, me hubiera gustado jugar mejor, pero no he hecho un mal papel.",[],[],0.0
t_379,Tuve una cita y la persona llegó pronto. Quizás cogió el primer tren de la estación,[],[],0.0
d_272,"No he dormido en toda la noche, nunca podré dormir bien",['sobregeneralización'],"['sobregeneralización', 'adivinación', 'catastrofismo']",100.0
a_338,Hay días en que las cosas no me salen bien,[],[],0.0
d_515,Debería viajar más,['imperativos'],['imperativos'],100.0
a_362,"No sé si me odia porque, aunque yo lo piense, nunca me lo ha dicho.",[],[],0.0
a_799,El enfado se puede expresar de forma asertiva y me sirve para poner límites,[],[],0.0
t_284,Si no hago algo que me gusta dejará de ser interesante al cabo de poco tiempo,[],['pensamiento absolutista'],0.0
a_970,"No podemos saber con anteacion lo que va a ocurrir en una relación, influyen muchas cosas",[],[],0.0
a_1269,Si te sientes feliz verás las cosas que te pasen de manera más positiva,[],['razonamiento emocional'],0.0
d_1502,"Mi pareja me ha puesto los cuernos, seguro que es porque no soy suficiente para él",['personalización'],"['personalización', 'adivinación']",100.0
a_1497,No hay ninguna asociación entre contar y que alguien muera,[],[],0.0
t_306,Se que tarde o temprano encontraré el regalo perfecto,[],['imperativos'],0.0
t_363,Habernos perdido de excursión fue increible. Seguro que fue la mejor experiencia de nuestras vidas ,[],['adivinación'],0.0
d_617,no soy listo,['etiquetado'],['etiquetado'],100.0
a_1355,"A veces nos ponemos expectativas tan altas de como deberíamos sentirnos que nunca las alcanzamos. Puede que ya sea importante aunqué no me sienta así, y que realmente ya haya logrado mi meta",[],[],0.0
d_1298,"Siento que no merezco a mi pareja, seguro que me va a dejar","['razonamiento emocional', 'catastrofismo']","['adivinación', 'abstracción selectiva']",0.0
a_1277,"Me gusta mucho este chico, puede que seamos compatibles. Veré si tenemos o no cosas en común",[],[],0.0
a_872,cuando estoy con amigos es posible que pueda disfrutar el momento,[],[],0.0
d_555,"No debería salir con mis amigos, tengo que estar con mi familia",['imperativos'],['imperativos'],100.0
d_874,sé que estaré siempre solo,['adivinación'],"['sobregeneralización', 'adivinación']",100.0
d_589,Debo caer bien a todos,['imperativos'],['imperativos'],100.0
t_296,después de un gran esfuerzo voy a estar cansado,[],[],0.0
a_364,"Creo que mi entrenador piensa que no valgo, pero no lo sé bien.",[],[],0.0
a_715,"Hay cosas de mi mismo que no me gustan, pero otras estan bien",[],[],0.0
a_347,tengo la sensacion de que mis amigos crren que soy un neurótico,[],['leer la mente'],0.0
t_291,O terminamos el trabajo a tiempo o mi jefe no nos dará un día extra de descanso,[],['pensamiento absolutista'],0.0
d_1277,Si me gusta tanto este chico será porque somos muy compatibles,['razonamiento emocional'],['adivinación'],0.0
d_585,Debería estar bien y no tener estos problemas,['imperativos'],['imperativos'],100.0
d_1057,"Le va a pasar algo a mi pareja y será dramatico, no podré gestionarlo, que horror",['catastrofismo'],"['adivinación', 'catastrofismo']",100.0
d_348,"Mi madre se rio, seguro que de mi",['leer la mente'],['leer la mente'],100.0
d_1476,"Mi hija ha suspendido todas las asignaturas este año, si la huebiera educado mejor esto no habría pasado.",['personalización'],['personalización'],100.0
a_635,Mis padres a veces me insisten mucho en que estudie/ayude en casa,[],[],0.0
d_873,voy a estar siempre mal,['adivinación'],"['adivinación', 'catastrofismo']",100.0
t_352,Si mi mujer me deja será un momento duro en mi vida,[],['adivinación'],0.0
t_238,Sé que mi pareja tiene un viaje de trabajo la semana que viene,[],[],0.0
d_994,Mejor me quedo en casa porque si voy a la quedada lo unico que haré será sentirme mal,['adivinación'],['adivinación'],100.0
d_1321,"No me he sentido bien en esta cita, debo haber dicho algo malo","['razonamiento emocional', 'personalización']","['imperativos', 'razonamiento emocional']",50.0
a_1179,"Ha perdido mi equipo de fútbol y eso me entristeció, pero mi dia no fue tan horrible si también me pasaron cosas buenas.",[],[],0.0
a_573,"Me gustaría saber cual es el motivo de mis preocupaciones, para entender mejor como me siento",[],[],0.0
t_336,Mi hijo está haciendo cosas que no me gustan,[],[],0.0
a_1490,No hay relación entre el número de veces que me santiguo y que mi hermano se cure,[],[],0.0
a_742,Todos podemos equivocarnos en algún momento y eso no implica que no haga bien mi trabajo,[],[],0.0
d_487,"Debo valerme por mi mismo, sin necesitar a los demás",['imperativos'],['imperativos'],100.0
a_619,A veces me  puedo poner un poco insoportable,[],[],0.0
a_457,Creo que piensan mal de mi,[],['leer la mente'],0.0
d_607,Soy un desastre,['etiquetado'],['etiquetado'],100.0
d_329,Todo el mundo piensa que soy un inútil ,"['sobregeneralización', 'etiquetado', 'leer la mente']","['leer la mente', 'etiquetado', 'sobregeneralización']",100.0
